execution_price,delay_minutes,cost_bps_per_side_per_venue,volume_quantile_filter,active_bar_ratio,total_return,cagr,max_drawdown,sharpe,average_month,median_month,best_month,worst_month,positive_month_ratio,positive_week_ratio,best_week,worst_week,weeks
bar_open,15,5,0.25,0.13522588522588522,0.0630173848432467,0.27799777828016814,-0.12528751754061707,0.7346919795829401,0.024310209204821076,0.03784537730191251,0.12308357505844447,-0.08799832474589375,0.6666666666666666,0.6428571428571429,0.06884644174219456,-0.041957468178863366,14
bar_open,15,5,0.5,0.027167277167277168,0.0021684697516271,0.008732481828249483,-0.08469693954544966,0.16029830211537785,0.0019611874541993757,-0.004681393210427931,0.06619864523597374,-0.05563368966294768,0.3333333333333333,0.35714285714285715,0.05141279828575618,-0.025834168887793885,14
bar_open,15,10,0.0,0.13522588522588522,-0.41464935234559386,-0.8834710166001013,-0.4464102534812131,-3.9024539896909993,-0.15932130573590295,-0.11400307427582346,-0.08985500020122184,-0.2741058427306635,0.0,0.21428571428571427,0.044491173861507693,-0.10477844811611481,14
bar_open,15,10,0.1,0.13522588522588522,-0.41464935234559386,-0.8834710166001013,-0.4464102534812131,-3.9024539896909993,-0.15932130573590295,-0.11400307427582346,-0.08985500020122184,-0.2741058427306635,0.0,0.21428571428571427,0.044491173861507693,-0.10477844811611481,14
bar_open,15,10,0.25,0.13522588522588522,-0.41464935234559386,-0.8834710166001013,-0.4464102534812131,-3.9024539896909993,-0.15932130573590295,-0.11400307427582346,-0.08985500020122184,-0.2741058427306635,0.0,0.21428571428571427,0.044491173861507693,-0.10477844811611481,14
bar_open,15,10,0.5,0.027167277167277168,-0.10232197706536239,-0.35161756105564246,-0.16607918254008536,-1.5807104301087613,-0.03391196045917266,-0.034142654274245565,0.030533918824412698,-0.09812714592768512,0.3333333333333333,0.21428571428571427,0.02236691024448878,-0.04163287787618175,14
bar_open,15,20,0.0,0.13522588522588522,-0.8228308759797319,-0.9990381381535507,-0.8246468515159466,-12.600064688200533,-0.4325677553920612,-0.40264439302552835,-0.35460642121506336,-0.5404524519355918,0.0,0.0,-0.002544524265763126,-0.25090953730338283,14
bar_open,15,20,0.1,0.13522588522588522,-0.8228308759797319,-0.9990381381535507,-0.8246468515159466,-12.600064688200533,-0.4325677553920612,-0.40264439302552835,-0.35460642121506336,-0.5404524519355918,0.0,0.0,-0.002544524265763126,-0.25090953730338283,14
bar_open,15,20,0.25,0.13522588522588522,-0.8228308759797319,-0.9990381381535507,-0.8246468515159466,-12.600064688200533,-0.4325677553920612,-0.40264439302552835,-0.35460642121506336,-0.5404524519355918,0.0,0.0,-0.002544524265763126,-0.25090953730338283,14
bar_open,15,20,0.5,0.027167277167277168,-0.2799934233410547,-0.7324750202531294,-0.31065512638555826,-4.8968451967403785,-0.10182993672049423,-0.09055709038833071,-0.037354938784581515,-0.17757778098857047,0.0,0.0,0.0,-0.0939239167581899,14
bar_open,15,50,0.0,0.13522588522588522,-0.9951579437112092,-0.9999999994895352,-0.9951579437112092,-30.641116713589387,-0.8225012646567215,-0.8319690053991134,-0.7514931507495837,-0.8840416378214673,0.0,0.0,-0.03795480053796918,-0.607405353347808,14
bar_open,15,50,0.1,0.13522588522588522,-0.9951579437112092,-0.9999999994895352,-0.9951579437112092,-30.641116713589387,-0.8225012646567215,-0.8319690053991134,-0.7514931507495837,-0.8840416378214673,0.0,0.0,-0.03795480053796918,-0.607405353347808,14
bar_open,15,50,0.25,0.13522588522588522,-0.9951579437112092,-0.9999999994895352,-0.9951579437112092,-30.641116713589387,-0.8225012646567215,-0.8319690053991134,-0.7514931507495837,-0.8840416378214673,0.0,0.0,-0.03795480053796918,-0.607405353347808,14
bar_open,15,50,0.5,0.027167277167277168,-0.6294674604375665,-0.98140840454711,-0.6294674604375665,-12.255122359307137,-0.2781247894923996,-0.24134083165499298,-0.2159924041554946,-0.37704113266671124,0.0,0.0,0.0,-0.2348112085071573,14
